,ID,NAME,CREATION_DATE,CITY,STREET,EMAIL,PHONE_NUMBER,Opening,Closing
383,383,"Annual Dinner Of The New York University Alumni Association, Waldorf Astoria",2018-10-01 04:35:57,New York,E 102nd St,"annual_dinner_of_the_new_york_university_alumni_association,_waldorf_astoria@hotmail.com",0496-819370,13:00,23:00
384,384,La Residence,2018-10-05 21:26:14,San Francisco,Rivera St,la_residence@hotmail.com,0495-548003,12:00,20:00
385,385,Amys,2018-10-13 00:54:02,New York,Cooper Square,amys@hotmail.com,0495-931276,13:00,23:00
386,386,Deutschen Haus,2018-10-20 20:54:50,New York,W 27th St,deutschen_haus@hotmail.com,0494-247589,08:00,12:00
387,387,Societa La Piemontese,2018-10-25 20:51:44,New York,Harlem River Dr,societa_la_piemontese@inbox.com,0495-910657,12:00,20:00
388,388,Comrades Of The Army Of The Potomac,2018-10-27 23:36:06,New York,E 55th St,comrades_of_the_army_of_the_potomac@yahoo.com,0497-243460,13:00,23:00
389,389,Donahues Lunch,2018-10-30 13:27:28,San Francisco,Donahue St,donahues_lunch@outlook.com,0494-639488,08:00,21:00
390,390,Papyrus Club,2018-11-05 04:59:57,San Francisco,Denslowe Dr,papyrus_club@aol.com,0494-352572,08:00,12:00
391,391,Association Of Life Insurance Medical Directors,2018-11-11 07:54:55,San Francisco,Sternberg Rd - Golden Gate National Recreation Area,association_of_life_insurance_medical_directors@aol.com,0499-190429,08:00,12:00
392,392,Fritzels,2018-11-11 11:38:56,New York,Martin Luther King Blvd,fritzels@outlook.com,0497-163415,13:00,23:00
393,393,Friends Of Geo W. Gardner,2018-11-23 04:42:38,San Francisco,Southard Pl,friends_of_geo_w_gardner@hotmail.com,0499-673234,12:00,23:00
394,394,Palace Hotel Restaurat,2018-11-25 05:35:57,New York,W 119th St,palace_hotel_restaurat@mail.com,0496-199308,13:00,23:00
395,395,Thomas Cook & Son Special,2018-11-25 17:13:53,New York,Canal St,thomas_cook_&_son_special@mail.com,0495-433632,13:00,23:00
396,396,Parisien,2018-12-01 23:50:19,New York,Pitt St,parisien@aol.com,0494-018538,12:00,23:00
397,397,Restaurant Mayan,2018-12-03 03:18:09,New York,E 14th St,restaurant_mayan@inbox.com,0495-441347,13:00,23:00
398,398,Pabst,2018-12-05 14:44:01,New York,Albany St,pabst@hotmail.com,0496-275105,08:00,21:00
399,399,Santa Fe Dining Car Service,2018-12-08 01:04:51,San Francisco,John F Kennedy Dr,santa_fe_dining_car_service@yahoo.com,0496-559782,12:00,23:00
400,400,Nippon Yusen Kaisha   S.S. Kobe Maru,2018-12-11 07:18:07,New York,Freedom Pl,nippon_yusen_kaisha___ss_kobe_maru@outlook.com,0494-112445,12:00,20:00
401,401,Le ProvenÃƒÂ§al,2018-12-19 22:39:29,New York,Pomander Walk,le_provenÃ£Â§al@mail.com,0494-967480,13:00,23:00
402,402,Board Of Managers Of The Private Charitable Institutions,2018-12-21 12:16:46,San Francisco,Faxon Ave,board_of_managers_of_the_private_charitable_institutions@outlook.com,0495-914776,08:00,12:00
403,403,Au Chat Noir,2018-12-29 17:23:29,New York,Ferry Line Rd,au_chat_noir@mail.com,0496-864366,13:00,23:00
404,404,King Solomons Grill,2019-01-05 06:23:17,New York,W 107th St,king_solomons_grill@inbox.com,0498-050087,12:00,20:00
405,405,Shezan,2019-01-05 06:36:33,New York,Vesey St,shezan@gmail.com,0498-702295,08:00,12:00
406,406,Norddeutsch Lloyd Bremen,2019-01-06 12:11:57,San Francisco,Hooper St,norddeutsch_lloyd_bremen@outlook.com,0496-602046,08:00,12:00
407,407,South Shore Country Club,2019-01-07 06:32:02,San Francisco,Mission St,south_shore_country_club@outlook.com,0497-844548,12:00,20:00
408,408,Zodiac Room At Neiman Marcus,2019-01-07 08:06:49,San Francisco,Hill Point Ave,zodiac_room_at_neiman_marcus@gmail.com,0497-866667,08:00,12:00
409,409,Albany Society Of Nyc,2019-01-19 14:15:11,San Francisco,Peralta Ave,albany_society_of_nyc@yahoo.com,0497-145201,08:00,12:00
410,410,"Supper Menu, Red Star Line Antwerpen New York Antwerpen Boston",2019-01-25 04:37:52,New York,Rutgers Slip,"supper_menu,_red_star_line_antwerpen_new_york_antwerpen_boston@yahoo.com",0494-602526,13:00,23:00
411,411,Sons Of Delaware,2019-02-04 13:47:15,New York,W 22nd St,sons_of_delaware@inbox.com,0497-477821,08:00,21:00
412,412,Union League Of Maryland,2019-02-06 18:05:06,New York,W 225th St,union_league_of_maryland@inbox.com,0498-572670,13:00,23:00
413,413,Waltons Old Homestead Oyster And Chop House,2019-02-13 10:05:45,San Francisco,Clementina St,waltons_old_homestead_oyster_and_chop_house@hotmail.com,0495-034310,08:00,21:00
414,414,R.H. Macy and Co.,2019-02-14 12:35:54,New York,Manhattan,rh_macy_and_co@mail.com,0495-810995,13:00,23:00
415,415,Le Vert Galant,2019-02-18 07:11:48,New York,Duke Ellington Blvd,le_vert_galant@hotmail.com,0494-695923,12:00,20:00
416,416,Hotel Cecil,2019-02-25 04:14:26,New York,Hamilton Pl,hotel_cecil@outlook.com,0498-426305,12:00,23:00
417,417,2601 Parkway,2019-02-27 13:19:04,New York,W 9th St,2601_parkway@hotmail.com,0497-177926,13:00,23:00
418,418,Tzu Hai Pin Cantonese Restaurant,2019-03-03 00:42:09,San Francisco,18th St,tzu_hai_pin_cantonese_restaurant@outlook.com,0494-371649,12:00,20:00
419,419,German Gov.,2019-03-03 20:00:41,San Francisco,Marengo St,german_gov@hotmail.com,0499-557897,08:00,12:00
420,420,Aidas East,2019-03-15 01:49:18,New York,W 4th St,aidas_east@hotmail.com,0498-997767,08:00,12:00
421,421,Corps Consulaire,2019-03-17 02:33:50,San Francisco,Juri St,corps_consulaire@aol.com,0498-974115,13:00,23:00
422,422,Mr. Lowden,2019-03-25 07:25:12,San Francisco,Peninsula Ave,mr_lowden@gmail.com,0496-267789,08:00,12:00
423,423,Mitre Hotel,2019-03-26 15:08:55,San Francisco,Freeman Ct,mitre_hotel@outlook.com,0499-584187,08:00,21:00
424,424,City Editors Association Of Philadelphia,2019-03-29 10:57:07,San Francisco,Atalaya Terrace,city_editors_association_of_philadelphia@yahoo.com,0496-041119,08:00,12:00
